0	0
1	0
2	10
3	0
4	12
5	0
6	0
7	0
8	0
9	4
10	0
11	0
12	4
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	8
23	0
24	0
25	0
26	0
27	0
28	8
29	10
30	30
31	0
32	0
33	21
34	10
35	0
36	0
37	0
38	0
39	0
40	0
41	4
42	0
43	0
44	0
45	0
46	4
47	0
48	0
49	0
50	23
51	0
52	4
53	0
54	0
55	0
56	8
57	0
58	0
59	0
60	0
61	0
62	4
63	10
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	16
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	28
82	0
83	0
84	0
85	14
86	0
87	0
88	0
89	0
90	30
91	0
92	0
93	0
94	0
95	14
96	0
97	0
98	0
99	0
100	4
101	0
102	0
103	0
104	4
105	46
106	10
107	0
108	0
109	0
110	0
111	4
112	0
113	0
114	0
115	0
116	10
117	0
118	0
119	0
120	0
121	0
122	0
123	19
124	0
125	4
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	14
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	4
145	4
146	0
147	16
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	29
156	0
157	14
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	51
168	24
169	0
170	4
171	0
172	8
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	18
183	0
184	0
185	4
186	0
187	0
188	4
189	0
190	0
191	0
192	4
193	0
194	0
195	0
196	0
197	13
198	0
199	23
200	0
201	0
202	0
203	0
204	8
205	4
206	4
207	0
208	22
209	0
210	4
211	0
212	12
213	0
214	4
215	0
216	8
217	0
218	0
219	13
220	0
221	0
222	0
223	10
224	0
225	4
226	4
227	0
228	0
229	0
230	0
231	0
232	0
233	4
234	0
235	4
236	0
237	0
238	0
239	8
240	19
241	0
242	8
243	11
244	14
245	26
246	0
247	0
248	0
249	14
250	0
251	0
252	0
253	14
254	0
255	0
256	4
257	0
258	0
259	0
260	0
261	0
262	0
263	4
264	0
265	0
266	4
267	0
268	4
269	18
270	0
271	0
272	0
273	0
274	0
275	26
276	0
277	0
278	0
279	0
280	0
281	26
282	0
283	0
284	0
285	0
286	0
287	0
288	4
289	0
290	8
291	0
292	8
293	4
294	0
295	0
296	0
297	0
298	0
299	12
300	0
301	8
302	0
303	12
304	0
305	0
306	0
307	0
308	8
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	10
317	0
318	0
319	0
320	11
321	8
322	0
323	0
324	4
325	0
326	0
327	10
328	0
329	0
330	0
331	24
332	0
333	4
334	0
335	4
336	0
337	0
338	0
339	4
340	0
341	0
342	0
343	24
344	0
345	0
346	0
347	0
348	0
349	0
350	4
351	0
352	0
353	4
354	4
355	0
356	4
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	8
369	4
370	0
371	0
372	12
373	4
374	0
375	12
376	0
377	0
378	4
379	0
380	0
381	0
382	17
383	62
384	25
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	4
396	0
397	4
398	0
399	0
400	41
401	0
402	0
403	16
404	8
405	8
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	4
420	0
421	0
422	0
423	8
424	8
425	0
426	0
427	0
428	0
429	0
430	4
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	12
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	4
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	4
487	0
488	0
489	4
490	0
491	4
492	0
493	0
494	0
495	4
496	4
497	0
498	0
499	0
500	8
501	0
502	0
503	0
504	32
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	4
514	0
515	11
516	0
517	0
518	0
519	0
520	0
521	12
522	10
523	0
524	8
525	0
526	8
527	0
528	11
529	0
530	45
531	43
532	19
533	0
